P3, tp=0, ts=0
P0, tp=0, ts=0, x0=750326500
P0, tp=0, ts=0, x0=905226255
P2, tp=0, ts=0, x0=179248493
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=762707131
P1, tp=0, ts=0, x0=890625569
P2, tp=0, ts=0, x0=107197177
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=642553759
P0, tp=0, ts=0, x0=974256347
P1, tp=0, ts=0, x0=965546899
P3, tp=0, ts=0
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=495100256
P2, tp=0, ts=0, x0=328515787
P2, tp=0, ts=0, x0=256486753
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=965546899
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=974256347
P0, tp=0, ts=0, x0=402602993
P2, tp=0, ts=0, x0=183126695
P1, tp=0, ts=0, x0=5126561
P1, tp=0, ts=0, x0=293190843
P0, tp=0, ts=0, x0=94499641
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=852588182
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=248774096
P1, tp=0, ts=0, x0=167447574
P0, tp=0, ts=0, x0=737340458
P0, tp=0, ts=0, x0=155662315
P1, tp=0, ts=0, x0=759042727
P0, tp=0, ts=0, x0=592550046
P2, tp=0, ts=0, x0=179248493
P1, tp=0, ts=0, x0=204285906
P1, tp=0, ts=0, x0=651742735
P1, tp=0, ts=0, x0=22312927
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=799359642
P1, tp=0, ts=0, x0=495100256
P1, tp=0, ts=0, x0=973468725
P2, tp=0, ts=0, x0=118682444
P2, tp=0, ts=0, x0=961574958
P0, tp=0, ts=0, x0=745871574
P2, tp=0, ts=0, x0=38418040
P2, tp=0, ts=0, x0=256486753
P2, tp=0, ts=0, x0=926246428
P0, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=94499641
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=965546899
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=663396134
P2, tp=0, ts=0, x0=72765936
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=799359642
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=87180512
P0, tp=0, ts=0, x0=38418040
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=890625569
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=686995935
P2, tp=0, ts=0, x0=202148014
P2, tp=0, ts=0, x0=737340458
P1, tp=0, ts=0, x0=923094017
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=941288943
P2, tp=0, ts=0, x0=663396134
P0, tp=0, ts=0, x0=647152275
P1, tp=0, ts=0, x0=819702502
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=22312927
P2, tp=0, ts=0, x0=643958897
P2, tp=0, ts=0, x0=202148014
P2, tp=0, ts=0, x0=663396134
P2, tp=0, ts=0, x0=22312927
P2, tp=0, ts=0, x0=271306927
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=148737049
P2, tp=0, ts=0, x0=298920788
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=782304503
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=179248493
P2, tp=0, ts=0, x0=386218870
P2, tp=0, ts=0, x0=37375084
P0, tp=0, ts=0, x0=205881999
P2, tp=0, ts=0, x0=386218870
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=543446181
P1, tp=0, ts=0, x0=461807606
P1, tp=0, ts=0, x0=819702502
P1, tp=0, ts=0, x0=651742735
P1, tp=0, ts=0, x0=10932329
P1, tp=0, ts=0, x0=22312927
P1, tp=0, ts=0, x0=183126695
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=762707131
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=202148014
P0, tp=0, ts=0, x0=155662315
P1, tp=0, ts=0, x0=602083814
P0, tp=0, ts=0, x0=167447574
P0, tp=0, ts=0, x0=622214378
P1, tp=0, ts=0, x0=941288943
P1, tp=0, ts=0, x0=543446181
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=87180512
P1, tp=0, ts=0, x0=226070484
P3, tp=0, ts=0
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=380855812
P0, tp=0, ts=0, x0=821078144
P2, tp=0, ts=0, x0=698984830
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=926246428
P0, tp=0, ts=0, x0=196980072
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=968393584
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=987663363
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=643958897
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=745871574
P2, tp=0, ts=0, x0=551152087
P0, tp=0, ts=0, x0=73269769
P0, tp=0, ts=0, x0=107197177
P2, tp=0, ts=0, x0=759911600
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=118682444
P0, tp=0, ts=0, x0=934255303
P2, tp=0, ts=0, x0=708289501
P1, tp=0, ts=0, x0=671487516
P3, tp=0, ts=0
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=973468725
P2, tp=0, ts=0, x0=556092134
P0, tp=0, ts=0, x0=204285906
P2, tp=0, ts=0, x0=817100182
P0, tp=0, ts=0, x0=72765936
P1, tp=0, ts=0, x0=669702208
P0, tp=0, ts=0, x0=16373219
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=256486753
P1, tp=0, ts=0, x0=351151922
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=463275880
P1, tp=0, ts=0, x0=987663363
P2, tp=0, ts=0, x0=686995935
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=107197177
P1, tp=0, ts=0, x0=750326500
P1, tp=0, ts=0, x0=725762786
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=461807606
P2, tp=0, ts=0, x0=817100182
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=859702507
P0, tp=0, ts=0, x0=37375084
P0, tp=0, ts=0, x0=819702502
P1, tp=0, ts=0, x0=592550046
P2, tp=0, ts=0, x0=118682444
P2, tp=0, ts=0, x0=934611403
P1, tp=0, ts=0, x0=22312927
P0, tp=0, ts=0, x0=72765936
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=556092134
P3, tp=0, ts=0
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=38418040
P2, tp=0, ts=0, x0=666082975
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=859702507
P0, tp=0, ts=0, x0=167447574
P2, tp=0, ts=0, x0=461807606
P1, tp=0, ts=0, x0=606113143
P1, tp=0, ts=0, x0=817100182
P1, tp=0, ts=0, x0=663396134
P3, tp=0, ts=0
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=987663363
P3, tp=0, ts=0
P1, tp=0, ts=0, x0=602083814
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=843943083
P2, tp=0, ts=0, x0=38418040
P0, tp=0, ts=0, x0=853573725
P0, tp=0, ts=0, x0=762707131
P0, tp=0, ts=0, x0=666082975
P2, tp=0, ts=0, x0=669702208
P1, tp=0, ts=0, x0=293190843
P0, tp=0, ts=0, x0=516863565
P2, tp=0, ts=0, x0=843943083
P0, tp=0, ts=0, x0=651742735
P0, tp=0, ts=0, x0=926246428
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=16373219
P1, tp=0, ts=0, x0=351151922
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=941288943
P1, tp=0, ts=0, x0=208602126
P1, tp=0, ts=0, x0=905226255
P1, tp=0, ts=0, x0=377301598
P2, tp=0, ts=0, x0=759042727
P2, tp=0, ts=0, x0=934611403
P1, tp=0, ts=0, x0=941288943
P1, tp=0, ts=0, x0=226070484
P3, tp=0, ts=0
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=225997902
P2, tp=0, ts=0, x0=516863565
P3, tp=0, ts=0
P0, tp=0, ts=0, x0=18709334
P0, tp=0, ts=0, x0=73269769
P1, tp=0, ts=0, x0=111882559
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=973468725
P3, tp=0, ts=0
P3, tp=0, ts=0
P2, tp=0, ts=0, x0=380855812
P2, tp=0, ts=0, x0=111882559
P0, tp=0, ts=0, x0=16373219
P2, tp=0, ts=0, x0=737340458
P3, tp=0, ts=0
>WATERMARK 0<
P0, tp=1, ts=1, x0=105339938
P0, tp=1, ts=1, x0=974256347
P1, tp=1, ts=1, x0=636597273
P1, tp=1, ts=1, x0=663396134
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=741139708
P0, tp=1, ts=1, x0=556092134
P2, tp=1, ts=1, x0=968393584
P3, tp=1, ts=1
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=248774096
P1, tp=1, ts=1, x0=556092134
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=380855812
P1, tp=1, ts=1, x0=737340458
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=741139708
P0, tp=1, ts=1, x0=10932329
P1, tp=1, ts=1, x0=248774096
P1, tp=1, ts=1, x0=463275880
P0, tp=1, ts=1, x0=729133951
P0, tp=1, ts=1, x0=859702507
P0, tp=1, ts=1, x0=87180512
P1, tp=1, ts=1, x0=698984830
P0, tp=1, ts=1, x0=302635539
P1, tp=1, ts=1, x0=94499641
P0, tp=1, ts=1, x0=698984830
P1, tp=1, ts=1, x0=208602126
P2, tp=1, ts=1, x0=968393584
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=241279976
P1, tp=1, ts=1, x0=671487516
P0, tp=1, ts=1, x0=202410300
P2, tp=1, ts=1, x0=853573725
P0, tp=1, ts=1, x0=365213217
P2, tp=1, ts=1, x0=37375084
P2, tp=1, ts=1, x0=725762786
P1, tp=1, ts=1, x0=179248493
P0, tp=1, ts=1, x0=241279976
P2, tp=1, ts=1, x0=701974519
P0, tp=1, ts=1, x0=651742735
P1, tp=1, ts=1, x0=821078144
P1, tp=1, ts=1, x0=750326500
P0, tp=1, ts=1, x0=686995935
P1, tp=1, ts=1, x0=105339938
P2, tp=1, ts=1, x0=968393584
P1, tp=1, ts=1, x0=722268122
P2, tp=1, ts=1, x0=843943083
P0, tp=1, ts=1, x0=733508601
P1, tp=1, ts=1, x0=536210395
P2, tp=1, ts=1, x0=94499641
P2, tp=1, ts=1, x0=817100182
P1, tp=1, ts=1, x0=750326500
P1, tp=1, ts=1, x0=651742735
P2, tp=1, ts=1, x0=745871574
P1, tp=1, ts=1, x0=974256347
P0, tp=1, ts=1, x0=543446181
P1, tp=1, ts=1, x0=799359642
P0, tp=1, ts=1, x0=402602993
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=941288943
P1, tp=1, ts=1, x0=545396997
P2, tp=1, ts=1, x0=411857858
P1, tp=1, ts=1, x0=208602126
P2, tp=1, ts=1, x0=651742735
P2, tp=1, ts=1, x0=965546899
P2, tp=1, ts=1, x0=16487533
P1, tp=1, ts=1, x0=10932329
P1, tp=1, ts=1, x0=105339938
P2, tp=1, ts=1, x0=556092134
P0, tp=1, ts=1, x0=722268122
P2, tp=1, ts=1, x0=536210395
P1, tp=1, ts=1, x0=202148014
P0, tp=1, ts=1, x0=179248493
P1, tp=1, ts=1, x0=987663363
P0, tp=1, ts=1, x0=556092134
P1, tp=1, ts=1, x0=361839242
P2, tp=1, ts=1, x0=271306927
P2, tp=1, ts=1, x0=202410300
P0, tp=1, ts=1, x0=167447574
P1, tp=1, ts=1, x0=666082975
P1, tp=1, ts=1, x0=204285906
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=843943083
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=622214378
P2, tp=1, ts=1, x0=859702507
P2, tp=1, ts=1, x0=155662315
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=974256347
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=183126695
P1, tp=1, ts=1, x0=762707131
P2, tp=1, ts=1, x0=671487516
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=87180512
P1, tp=1, ts=1, x0=535982850
P2, tp=1, ts=1, x0=118682444
P1, tp=1, ts=1, x0=137992865
P2, tp=1, ts=1, x0=710720380
P0, tp=1, ts=1, x0=965546899
P2, tp=1, ts=1, x0=256486753
P2, tp=1, ts=1, x0=107197177
P2, tp=1, ts=1, x0=536210395
P1, tp=1, ts=1, x0=377301598
P1, tp=1, ts=1, x0=729133951
P1, tp=1, ts=1, x0=377301598
P0, tp=1, ts=1, x0=973468725
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=729133951
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=799359642
P1, tp=1, ts=1, x0=22312927
P2, tp=1, ts=1, x0=710720380
P2, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=729133951
P1, tp=1, ts=1, x0=256486753
P2, tp=1, ts=1, x0=87180512
P0, tp=1, ts=1, x0=365213217
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=87180512
P0, tp=1, ts=1, x0=543446181
P3, tp=1, ts=1
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=5126561
P1, tp=1, ts=1, x0=3485024
P1, tp=1, ts=1, x0=710720380
P2, tp=1, ts=1, x0=961574958
P0, tp=1, ts=1, x0=94499641
P0, tp=1, ts=1, x0=204285906
P1, tp=1, ts=1, x0=750326500
P0, tp=1, ts=1, x0=380855812
P1, tp=1, ts=1, x0=141720055
P0, tp=1, ts=1, x0=890625569
P2, tp=1, ts=1, x0=974256347
P1, tp=1, ts=1, x0=402602993
P1, tp=1, ts=1, x0=710720380
P2, tp=1, ts=1, x0=643958897
P2, tp=1, ts=1, x0=890625569
P0, tp=1, ts=1, x0=141720055
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=198863761
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=241279976
P1, tp=1, ts=1, x0=606113143
P0, tp=1, ts=1, x0=592550046
P0, tp=1, ts=1, x0=881352907
P0, tp=1, ts=1, x0=94499641
P2, tp=1, ts=1, x0=380855812
P1, tp=1, ts=1, x0=202410300
P2, tp=1, ts=1, x0=774078690
P0, tp=1, ts=1, x0=143318074
P0, tp=1, ts=1, x0=38418040
P0, tp=1, ts=1, x0=987663363
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=725762786
P2, tp=1, ts=1, x0=941288943
P0, tp=1, ts=1, x0=974256347
P0, tp=1, ts=1, x0=602083814
P1, tp=1, ts=1, x0=708289501
P0, tp=1, ts=1, x0=411857858
P0, tp=1, ts=1, x0=934255303
P2, tp=1, ts=1, x0=974256347
P1, tp=1, ts=1, x0=874465000
P1, tp=1, ts=1, x0=961574958
P2, tp=1, ts=1, x0=361839242
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=22312927
P1, tp=1, ts=1, x0=797379357
P0, tp=1, ts=1, x0=733508601
P2, tp=1, ts=1, x0=94499641
P0, tp=1, ts=1, x0=701974519
P2, tp=1, ts=1, x0=155662315
P1, tp=1, ts=1, x0=853573725
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=3485024
P1, tp=1, ts=1, x0=799359642
P3, tp=1, ts=1
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=881352907
P0, tp=1, ts=1, x0=622214378
P0, tp=1, ts=1, x0=97401002
P0, tp=1, ts=1, x0=961574958
P3, tp=1, ts=1
P3, tp=1, ts=1
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=666082975
P0, tp=1, ts=1, x0=669702208
P0, tp=1, ts=1, x0=647152275
P0, tp=1, ts=1, x0=361839242
P0, tp=1, ts=1, x0=934255303
P1, tp=1, ts=1, x0=990406599
P2, tp=1, ts=1, x0=3485024
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=402602993
P1, tp=1, ts=1, x0=759911600
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=38418040
P0, tp=1, ts=1, x0=516863565
P3, tp=1, ts=1
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=774078690
P0, tp=1, ts=1, x0=271306927
P0, tp=1, ts=1, x0=256486753
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=859657893
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=204285906
P0, tp=1, ts=1, x0=643958897
P0, tp=1, ts=1, x0=968393584
P1, tp=1, ts=1, x0=543446181
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=774078690
P1, tp=1, ts=1, x0=16487533
P0, tp=1, ts=1, x0=461807606
P1, tp=1, ts=1, x0=741139708
P1, tp=1, ts=1, x0=961574958
P1, tp=1, ts=1, x0=137992865
P0, tp=1, ts=1, x0=141720055
P0, tp=1, ts=1, x0=256486753
P1, tp=1, ts=1, x0=733508601
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=205881999
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=256486753
P2, tp=1, ts=1, x0=774078690
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=351151922
P2, tp=1, ts=1, x0=367736408
P3, tp=1, ts=1
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=10932329
P1, tp=1, ts=1, x0=698984830
P1, tp=1, ts=1, x0=547759378
P2, tp=1, ts=1, x0=167447574
P2, tp=1, ts=1, x0=361839242
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=97401002
P0, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=852588182
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=859657893
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=87180512
P0, tp=1, ts=1, x0=241279976
P1, tp=1, ts=1, x0=974256347
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=797379357
P0, tp=1, ts=1, x0=859657893
P0, tp=1, ts=1, x0=669702208
P2, tp=1, ts=1, x0=406644952
P2, tp=1, ts=1, x0=105339938
P0, tp=1, ts=1, x0=517593312
P1, tp=1, ts=1, x0=377301598
P2, tp=1, ts=1, x0=13819891
P2, tp=1, ts=1, x0=323383664
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=361839242
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=516863565
P2, tp=1, ts=1, x0=708289501
P3, tp=1, ts=1
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=890625569
P0, tp=1, ts=1, x0=874465000
P1, tp=1, ts=1, x0=225997902
P0, tp=1, ts=1, x0=987663363
P2, tp=1, ts=1, x0=974256347
P1, tp=1, ts=1, x0=987663363
P2, tp=1, ts=1, x0=111882559
P1, tp=1, ts=1, x0=367736408
P2, tp=1, ts=1, x0=923094017
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=759911600
P2, tp=1, ts=1, x0=859702507
P0, tp=1, ts=1, x0=543446181
P3, tp=1, ts=1
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=974256347
P0, tp=1, ts=1, x0=38418040
P2, tp=1, ts=1, x0=491488954
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=556092134
P2, tp=1, ts=1, x0=853573725
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=606113143
P1, tp=1, ts=1, x0=733508601
P1, tp=1, ts=1, x0=737340458
P1, tp=1, ts=1, x0=759911600
P1, tp=1, ts=1, x0=293190843
P1, tp=1, ts=1, x0=769575720
P0, tp=1, ts=1, x0=859702507
P2, tp=1, ts=1, x0=729133951
P0, tp=1, ts=1, x0=774078690
P1, tp=1, ts=1, x0=941288943
P0, tp=1, ts=1, x0=990406599
P1, tp=1, ts=1, x0=733508601
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=759042727
P1, tp=1, ts=1, x0=729133951
P1, tp=1, ts=1, x0=769575720
P2, tp=1, ts=1, x0=961574958
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=105339938
P2, tp=1, ts=1, x0=491488954
P0, tp=1, ts=1, x0=378028440
P1, tp=1, ts=1, x0=769575720
P1, tp=1, ts=1, x0=440579536
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=961574958
P2, tp=1, ts=1, x0=859657893
P1, tp=1, ts=1, x0=440579536
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=698984830
P2, tp=1, ts=1, x0=647152275
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=545396997
P1, tp=1, ts=1, x0=701974519
P1, tp=1, ts=1, x0=406644952
P1, tp=1, ts=1, x0=293190843
P0, tp=1, ts=1, x0=799359642
P2, tp=1, ts=1, x0=208602126
P0, tp=1, ts=1, x0=968393584
P0, tp=1, ts=1, x0=167447574
P1, tp=1, ts=1, x0=380855812
P2, tp=1, ts=1, x0=179248493
P0, tp=1, ts=1, x0=852588182
P1, tp=1, ts=1, x0=411857858
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=323383664
P0, tp=1, ts=1, x0=633153590
P2, tp=1, ts=1, x0=701974519
P0, tp=1, ts=1, x0=97401002
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=402602993
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=167447574
P1, tp=1, ts=1, x0=198863761
P1, tp=1, ts=1, x0=141720055
P0, tp=1, ts=1, x0=517593312
P1, tp=1, ts=1, x0=965546899
P1, tp=1, ts=1, x0=208602126
P0, tp=1, ts=1, x0=556092134
P1, tp=1, ts=1, x0=636105593
P1, tp=1, ts=1, x0=516863565
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=402602993
P1, tp=1, ts=1, x0=377301598
P2, tp=1, ts=1, x0=444535693
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=859657893
P2, tp=1, ts=1, x0=968393584
P2, tp=1, ts=1, x0=606113143
P2, tp=1, ts=1, x0=926600845
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=323383664
P1, tp=1, ts=1, x0=890625569
P1, tp=1, ts=1, x0=16487533
P0, tp=1, ts=1, x0=961574958
P0, tp=1, ts=1, x0=137992865
P0, tp=1, ts=1, x0=545396997
P2, tp=1, ts=1, x0=406644952
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=302635539
P0, tp=1, ts=1, x0=13819891
P1, tp=1, ts=1, x0=934255303
P0, tp=1, ts=1, x0=759042727
P1, tp=1, ts=1, x0=881352907
P1, tp=1, ts=1, x0=622214378
P0, tp=1, ts=1, x0=852588182
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=942337079
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=406644952
P1, tp=1, ts=1, x0=111882559
P0, tp=1, ts=1, x0=461807606
P0, tp=1, ts=1, x0=709611043
P1, tp=1, ts=1, x0=302635539
P1, tp=1, ts=1, x0=143318074
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=934611403
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=377301598
P0, tp=1, ts=1, x0=198863761
P0, tp=1, ts=1, x0=406644952
P0, tp=1, ts=1, x0=973468725
P2, tp=1, ts=1, x0=923094017
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=411857858
P2, tp=1, ts=1, x0=223745878
P2, tp=1, ts=1, x0=633153590
P0, tp=1, ts=1, x0=874465000
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=622214378
P2, tp=1, ts=1, x0=923094017
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=516863565
P1, tp=1, ts=1, x0=137992865
P0, tp=1, ts=1, x0=881352907
P2, tp=1, ts=1, x0=942337079
P0, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=461807606
P1, tp=1, ts=1, x0=737340458
P1, tp=1, ts=1, x0=167447574
P0, tp=1, ts=1, x0=143318074
P2, tp=1, ts=1, x0=256486753
P0, tp=1, ts=1, x0=234108216
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=367736408
P1, tp=1, ts=1, x0=155662315
P1, tp=1, ts=1, x0=769575720
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=547759378
P0, tp=1, ts=1, x0=942337079
P0, tp=1, ts=1, x0=974256347
P0, tp=1, ts=1, x0=556092134
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=3485024
P0, tp=1, ts=1, x0=234108216
P2, tp=1, ts=1, x0=377301598
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=118682444
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=802859921
P2, tp=1, ts=1, x0=900919027
P0, tp=1, ts=1, x0=302635539
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=234108216
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=817100182
P1, tp=1, ts=1, x0=821078144
P0, tp=1, ts=1, x0=698984830
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=256486753
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=636597273
P1, tp=1, ts=1, x0=934255303
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=208993576
P0, tp=1, ts=1, x0=143641863
P0, tp=1, ts=1, x0=701974519
P2, tp=1, ts=1, x0=97401002
P0, tp=1, ts=1, x0=708289501
P0, tp=1, ts=1, x0=444535693
P2, tp=1, ts=1, x0=118682444
P2, tp=1, ts=1, x0=671487516
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=556092134
P1, tp=1, ts=1, x0=87180512
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=289743064
P0, tp=1, ts=1, x0=709611043
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=111882559
P0, tp=1, ts=1, x0=155662315
P1, tp=1, ts=1, x0=402602993
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=256486753
P1, tp=1, ts=1, x0=38418040
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=900919027
P0, tp=1, ts=1, x0=302635539
P2, tp=1, ts=1, x0=547759378
P2, tp=1, ts=1, x0=733508601
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=592550046
P3, tp=1, ts=1
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=797379357
P0, tp=1, ts=1, x0=973468725
P1, tp=1, ts=1, x0=137992865
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=448781608
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=759042727
P3, tp=1, ts=1
P0, tp=1, ts=1, x0=402602993
P2, tp=1, ts=1, x0=647152275
P1, tp=1, ts=1, x0=179248493
P2, tp=1, ts=1, x0=821078144
P2, tp=1, ts=1, x0=495100256
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=205881999
P1, tp=1, ts=1, x0=934255303
P1, tp=1, ts=1, x0=636105593
P0, tp=1, ts=1, x0=302635539
P2, tp=1, ts=1, x0=900919027
P3, tp=1, ts=1
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=293190843
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=701974519
P2, tp=1, ts=1, x0=406644952
P3, tp=1, ts=1
P2, tp=1, ts=1, x0=859702507
P0, tp=1, ts=1, x0=592550046
P0, tp=1, ts=1, x0=708289501
P2, tp=1, ts=1, x0=495100256
P1, tp=1, ts=1, x0=647152275
P0, tp=1, ts=1, x0=934611403
P1, tp=1, ts=1, x0=289743064
P0, tp=1, ts=1, x0=361839242
P3, tp=1, ts=1
P1, tp=1, ts=1, x0=990406599
